,location,bath,balcony,price,total_sqft_int,bhk
4916,Kengeri Satellite Town,2.0,1.0,43.0,1110.0,2
4917,Kengeri Satellite Town,2.0,3.0,50.0,1170.0,2
4918,Kengeri Satellite Town,2.0,0.0,25.0,777.4,2
4919,Kengeri Satellite Town,2.0,1.0,32.0,800.0,2
4920,others,2.0,1.0,32.0,950.0,2
4921,others,2.0,2.0,48.0,1400.0,3
4922,others,2.0,2.0,28.0,800.0,2
4923,others,2.0,1.0,30.0,904.0,2
4925,others,2.0,2.0,30.0,1000.0,2
4926,others,3.0,2.0,41.0,1240.0,3
4927,others,1.0,1.0,19.5,600.0,1
4928,others,2.0,2.0,32.0,1080.0,2
4929,others,2.0,1.0,34.0,1000.0,2
4932,others,2.0,1.0,35.0,1015.0,2
4933,others,3.0,3.0,165.0,1839.0,3
4934,others,3.0,3.0,155.0,1904.0,3
4935,others,2.0,2.0,125.0,1517.0,2
4936,others,3.0,3.0,160.0,1839.0,3
4937,others,4.0,2.0,89.0,2400.0,4
4938,others,3.0,1.0,70.0,1200.0,3
4939,others,2.0,2.0,27.0,850.0,2
4940,others,2.0,1.0,22.8,829.0,2
4941,others,3.0,1.0,184.0,1976.0,3
4942,others,2.0,1.0,59.0,1012.0,2
4943,others,2.0,2.0,59.0,1012.0,2
4944,others,3.0,2.0,75.0,1480.0,3
4945,others,3.0,2.0,70.0,1430.0,3
4946,others,1.0,3.0,60.0,1245.0,2
4947,others,2.0,1.0,62.0,1012.0,2
4948,Kodichikkanahalli,2.0,2.0,57.0,1190.0,3
4949,Kodichikkanahalli,2.0,1.0,41.0,995.0,2
4951,Kodichikkanahalli,2.0,2.0,75.0,1495.0,3
4952,Kodichikkanahalli,2.0,1.0,52.0,1125.0,2
4953,Kodichikkanahalli,2.0,3.0,48.0,1150.0,2
4954,Kodichikkanahalli,2.0,3.0,43.0,1070.0,2
4955,Kodichikkanahalli,2.0,2.0,85.0,1620.0,3
4957,Kodichikkanahalli,2.0,1.0,45.0,1026.0,2
4959,Kodichikkanahalli,1.0,1.0,18.0,450.0,1
4960,Kodichikkanahalli,2.0,2.0,38.5,907.0,2
4961,Kodichikkanahalli,2.0,2.0,57.0,1181.0,2
4962,Kodichikkanahalli,2.0,1.0,42.0,900.0,2
4964,Kodichikkanahalli,3.0,3.0,66.0,1400.0,3
4965,Kodichikkanahalli,2.0,1.0,50.0,976.0,2
4966,Kodichikkanahalli,4.0,2.0,125.0,2700.0,5
4967,Kodichikkanahalli,2.0,3.0,58.0,1299.0,2
4968,others,2.0,2.0,55.0,1166.0,2
4969,others,3.0,0.0,65.0,1320.0,3
4970,others,2.0,2.0,56.0,1117.0,2
4971,others,2.0,1.0,55.0,1200.0,2
4972,others,2.0,2.0,60.0,1200.0,2
4973,others,2.0,1.0,51.0,1013.0,2
4974,others,3.0,2.0,65.0,1324.0,3
4975,others,2.0,1.0,38.0,965.0,2
4976,others,2.0,2.0,32.0,866.0,2
4977,others,3.0,2.0,80.0,1442.0,3
4978,others,2.0,1.0,98.0,1270.0,2
4979,others,1.0,1.0,53.0,655.0,1
4980,others,3.0,2.0,150.0,1820.0,3
4981,others,5.0,3.0,335.0,3252.0,4
4982,others,4.0,1.0,270.0,2700.0,3
4983,others,4.0,2.0,260.0,2392.0,3
4984,others,4.0,2.0,260.0,2408.0,3
4985,others,4.0,1.0,260.0,2500.0,3
4986,others,3.0,2.0,130.0,1620.0,3
4987,others,5.0,3.0,388.0,3260.0,4
4988,others,5.0,2.0,335.0,3197.0,4
4989,others,2.0,1.0,150.0,1490.0,2
4990,others,4.0,0.0,88.0,1440.0,4
4991,Kogilu,3.0,2.0,88.0,1909.0,3
4993,Kogilu,2.0,1.0,51.99,1170.0,2
4994,Kogilu,2.0,1.0,50.66,1140.0,2
4995,Kogilu,2.0,1.0,53.33,1200.0,2
4996,Kogilu,1.0,0.0,36.0,540.0,1
4997,Kogilu,2.0,2.0,50.66,1190.0,2
4998,Kogilu,2.0,2.0,50.66,1140.0,2
4999,Kogilu,3.0,2.0,120.0,1559.0,3
5000,Kogilu,1.0,1.0,30.84,700.0,1
5001,Kogilu,2.0,1.0,55.55,1250.0,2
5002,Kogilu,2.0,1.0,53.33,1200.0,2
5003,Kogilu,2.0,2.0,49.0,952.0,2
5004,Kogilu,1.0,1.0,30.84,700.0,1
5005,Kogilu,2.0,1.0,55.55,1250.0,2
5006,Kogilu,7.0,2.0,85.0,2456.0,7
5007,Kogilu,2.0,2.0,50.66,1140.0,2
5008,Kogilu,2.0,2.0,50.66,1140.0,2
5009,others,3.0,1.0,223.0,2791.0,3
5010,others,1.0,0.0,58.0,884.0,2
5011,others,2.0,1.0,73.0,1400.0,3
5012,others,4.0,3.0,160.0,3000.0,4
5013,others,2.0,3.0,180.0,2400.0,3
5015,others,2.0,2.0,85.0,1423.0,3
5016,others,1.0,1.0,180.0,3040.0,2
5017,others,2.0,2.0,47.0,1165.0,2
5018,others,2.0,2.0,35.0,1050.0,2
5019,others,2.0,1.0,57.0,1075.0,2
5020,others,2.0,1.0,50.0,1000.0,2
5021,Koramangala,2.0,1.0,165.0,1320.0,2
5022,Koramangala,2.0,1.0,102.0,1253.0,2
5023,Koramangala,3.0,2.0,160.0,1580.0,3
5025,Koramangala,5.0,2.0,425.0,3500.0,4
5026,Koramangala,1.0,1.0,110.0,1005.0,2
5027,Koramangala,4.0,1.0,275.0,2292.0,3
5029,Koramangala,2.0,3.0,100.0,1290.0,2
5030,Koramangala,2.0,3.0,110.0,1300.0,2
5032,Koramangala,2.0,2.0,119.0,1325.0,2
5033,Koramangala,2.0,1.0,75.2,1140.0,2
5034,Koramangala,2.0,3.0,100.0,1260.0,2
5035,Koramangala,3.0,1.5843757375501535,210.0,1975.0,3
5036,Koramangala,2.0,1.0,200.0,1900.0,2
5038,Koramangala,3.0,2.0,286.0,2292.0,3
5039,Koramangala,3.0,3.0,290.0,2300.0,3
5044,Koramangala,2.0,1.0,150.0,1320.0,2
5045,Koramangala,2.0,2.0,110.0,1320.0,2
5046,Koramangala,4.0,1.5843757375501535,775.0,5985.0,4
5049,Koramangala,3.0,0.0,300.0,2246.0,3
5052,Koramangala,2.0,1.0,100.0,1083.0,2
5053,Koramangala,3.0,1.0,200.0,1744.0,3
5054,Koramangala,2.0,1.0,128.0,1180.0,2
5055,Koramangala,2.0,1.0,160.0,1320.0,2
5056,Koramangala,2.0,2.0,125.0,1370.0,2
5057,Koramangala,2.0,2.0,85.0,1100.0,2
5058,Koramangala,2.0,1.0,165.0,1249.0,2
5059,Koramangala,2.0,2.0,100.0,1200.0,2
5061,Koramangala,3.0,2.0,300.0,2223.0,3
5062,Koramangala,4.0,1.0,210.0,1744.0,3
5063,Koramangala,4.0,2.0,245.0,1866.0,3
5064,Koramangala,2.0,1.0,160.0,1320.0,2
5065,Koramangala,2.0,2.0,103.0,1350.0,2
5066,Koramangala,4.0,0.0,625.0,6000.0,4
5068,Koramangala,2.0,1.0,160.0,1320.0,2
5069,Koramangala,3.0,2.0,210.0,1710.0,3
5070,Koramangala,2.0,2.0,95.0,1355.0,2
5071,Koramangala,3.0,1.0,170.0,1600.0,3
5072,Koramangala,2.0,1.0,100.0,1260.0,2
5075,others,5.0,1.5843757375501535,600.0,5000.0,4
5076,others,2.0,1.0,48.23,1206.0,2
5078,others,2.0,2.0,40.0,1100.0,2
5079,others,2.0,1.0,47.88,1197.0,2
5080,others,2.0,1.0,47.8,1197.0,2
5081,others,2.0,1.0,42.79,1070.0,2
5084,others,2.0,2.0,38.6,1070.0,2
5085,others,2.0,2.0,59.4,1485.0,3
5086,others,2.0,3.0,48.6,1215.0,3
5087,others,2.0,1.0,56.15,1404.0,3
5088,Kothanur,2.0,1.0,51.0,1200.0,2
5089,Kothanur,2.0,1.0,150.0,2400.0,3
5090,Kothanur,3.0,1.5843757375501535,110.0,1828.0,3
5091,Kothanur,2.0,2.0,58.0,1186.0,2
5093,Kothanur,3.0,2.0,105.0,1847.0,3
5095,Kothanur,5.0,2.0,550.0,9600.0,5
5096,Kothanur,3.0,3.0,70.0,1435.0,3
5097,Kothanur,2.0,2.0,58.0,1187.0,2
5098,Kothanur,3.0,2.0,110.0,1847.0,3
5099,Kothanur,3.0,3.0,71.0,1460.0,3
5100,Kothanur,2.0,2.0,59.0,1185.0,2
5101,Kothanur,3.0,3.0,70.0,1436.0,3
5102,Kothanur,3.0,3.0,71.0,1462.0,3
5103,Kothanur,3.0,2.0,105.0,1790.0,3
5105,Kothanur,2.0,1.0,45.5,1070.0,2
5107,Kothanur,2.0,2.0,56.0,1145.0,2
5108,Kothanur,5.0,1.5843757375501535,230.0,3401.0,4
5109,Kothanur,2.0,1.5843757375501535,69.0,1455.0,2
5110,Kothanur,1.0,1.0,30.0,627.0,1
5111,Kothanur,2.0,1.0,68.5,1302.0,2
5112,Kothanur,3.0,1.5843757375501535,111.0,1760.0,3
5113,Kothanur,2.0,2.0,58.0,1185.0,2
5114,Kothanur,1.0,0.0,75.0,1500.0,1
5115,Kothanur,2.0,2.0,53.0,1075.0,2
5116,Kothanur,3.0,0.0,97.0,1790.0,3
5117,Kothanur,4.0,2.0,175.0,2700.0,4
5118,Kothanur,2.0,2.0,106.0,1786.0,3
5119,Kothanur,3.0,2.0,107.0,1787.0,3
5120,Kothanur,2.0,2.0,54.0,1141.0,2
5121,Kothanur,3.0,1.5843757375501535,110.0,1760.0,3
5123,Kothanur,2.0,2.0,57.0,1160.0,2
5124,Kothanur,2.0,2.0,55.0,1095.0,2
5125,Kothanur,2.0,2.0,56.0,1142.0,2
5126,Kothanur,2.0,2.0,54.0,1074.0,2
5127,Kothanur,2.0,1.0,60.0,1285.0,2
5128,Kothanur,2.0,2.0,53.0,1075.0,2
5129,Kothanur,2.0,2.0,56.0,1140.0,2
5130,Kothanur,2.0,1.0,70.0,1400.0,2
5133,Kothanur,2.0,2.0,56.0,1140.0,2
5134,Kothanur,3.0,2.0,120.0,1787.0,3
5135,Kothanur,2.0,2.0,59.0,1185.0,2
5137,Kothanur,3.0,2.0,105.0,1790.0,3
5138,Kothanur,2.0,2.0,55.0,1130.0,2
5139,Kothanur,2.0,2.0,54.0,1094.0,2
5140,Kothanur,3.0,2.0,80.0,1170.0,3
5141,Kothanur,2.0,2.0,65.0,1400.0,2
5142,Kothanur,2.0,2.0,59.0,1195.0,2
5143,Kothanur,3.0,2.0,120.0,1790.0,3
5144,Kothanur,3.0,3.0,71.5,1454.0,3
5145,others,2.0,2.0,38.0,1100.0,2
5146,others,3.0,1.5843757375501535,285.0,2180.0,3
5147,others,3.0,3.0,273.0,2180.0,3
5148,Kudlu,2.0,1.0,53.5,1152.0,2
5149,Kudlu,2.0,2.0,43.0,1027.0,2
5150,Kudlu,2.0,2.0,44.0,1092.0,2
5151,Kudlu,2.0,2.0,43.0,1027.0,2
5152,Kudlu,2.0,2.0,44.0,1092.0,2
5153,Kudlu,2.0,1.0,55.0,1143.0,2
5155,Kudlu,2.0,2.0,44.0,1024.0,2
5157,Kudlu,3.0,3.0,79.0,1600.0,3
5158,Kudlu,2.0,2.0,42.0,1027.0,2
5159,Kudlu,2.0,1.0,50.0,1076.0,2
5160,Kudlu,2.0,2.0,44.0,1027.0,2
5161,Kudlu,2.0,1.0,53.0,1084.0,2
5162,Kudlu,2.0,2.0,56.0,1300.0,2
5163,Kudlu,2.0,2.0,44.0,1027.0,2
5164,Kudlu,2.0,1.0,60.0,1245.0,3
5165,Kudlu,2.0,1.0,44.0,1027.0,2
5166,Kudlu,2.0,1.0,46.0,1110.0,2
5167,Kudlu,3.0,1.0,114.0,2100.0,4
5168,Kudlu,2.0,2.0,44.0,1027.0,2
5169,Kudlu,1.0,1.0,33.0,720.0,1
5170,Kudlu,2.0,2.0,44.0,1027.0,2
5171,Kudlu,2.0,1.0,52.0,1162.0,2
5172,Kudlu,2.0,1.0,53.0,1041.0,2
5173,Kudlu Gate,3.0,2.0,83.0,1535.0,3
5174,Kudlu Gate,3.0,2.0,85.0,1535.0,3
5176,Kudlu Gate,3.0,2.0,86.0,1535.0,3
5177,Kudlu Gate,2.0,1.0,92.0,1564.0,3
5179,Kudlu Gate,2.0,3.0,55.0,1238.0,2
5180,Kudlu Gate,3.0,2.0,89.0,1335.0,3
5181,Kudlu Gate,1.0,1.0,52.0,703.0,1
5182,Kudlu Gate,3.0,2.0,86.0,1535.0,3
5183,Kudlu Gate,3.0,2.0,83.0,1532.0,3
5184,Kudlu Gate,2.0,1.0,50.0,1113.0,2
5186,Kudlu Gate,2.0,1.0,50.0,1185.0,2
5190,Kudlu Gate,2.0,1.0,45.0,1215.0,2
5191,Kudlu Gate,2.0,1.0,38.25,812.0,2
5192,Kudlu Gate,2.0,2.0,103.0,1547.0,2
5193,Kudlu Gate,2.0,1.0,86.0,1336.0,2
5194,Kudlu Gate,3.0,2.0,121.0,1919.0,3
5195,Kudlu Gate,3.0,3.0,56.0,1464.0,2
5196,Kudlu Gate,3.0,2.0,85.0,1535.0,3
5197,Kudlu Gate,3.0,2.0,120.0,1850.0,3
5198,Kudlu Gate,2.0,1.0,69.57,940.0,2
5199,Kudlu Gate,2.0,1.0,44.96,1215.0,2
5200,Kudlu Gate,2.0,2.0,75.0,1164.0,2
5202,Kudlu Gate,2.0,1.0,79.54,1183.0,2
5203,Kudlu Gate,3.0,2.0,110.0,1850.0,3
5205,Kudlu Gate,2.0,1.0,79.54,1183.0,2
5206,Kudlu Gate,2.0,1.0,44.4,1200.0,2
5208,Kudlu Gate,2.0,2.0,53.0,1310.0,2
5209,others,2.0,2.0,60.0,1060.0,2
5210,others,4.0,1.5843757375501535,350.0,2200.0,3
5211,others,3.0,3.0,207.0,2000.0,3
5212,others,2.0,0.0,250.0,1150.0,2
5213,others,5.0,1.0,800.0,3500.0,4
5214,others,2.0,2.0,52.6,1240.0,2
5215,others,2.0,2.0,65.0,1488.0,3
5216,others,2.0,2.0,65.0,1486.0,3
5217,Kumaraswami Layout,4.0,1.0,139.0,2000.0,4
5218,Kumaraswami Layout,2.0,1.0,48.5,1000.0,2
5219,Kumaraswami Layout,2.0,1.0,58.0,1000.0,2
5220,Kumaraswami Layout,2.0,1.0,125.0,2400.0,3
5221,Kumaraswami Layout,2.0,1.0,70.0,1310.0,3
5222,Kumaraswami Layout,1.0,1.0,78.0,850.0,1
5223,Kumaraswami Layout,7.0,0.0,150.0,3200.0,7
5224,Kumaraswami Layout,2.0,1.0,85.0,1310.0,3
5225,Kumaraswami Layout,3.0,2.0,110.0,2450.0,4
5226,Kumaraswami Layout,7.0,3.0,145.0,3100.0,7
5227,Kumaraswami Layout,3.0,1.0,75.0,1200.0,3
5228,Kumaraswami Layout,2.0,3.0,60.0,1081.0,2
5229,others,2.0,2.0,50.0,1180.0,2
5230,Kundalahalli,3.0,2.0,125.0,1724.0,3
5231,Kundalahalli,2.0,2.0,49.0,1030.0,2
5232,Kundalahalli,2.0,1.0,57.99,735.0,2
5233,Kundalahalli,2.0,1.0,82.0,1047.0,2
5234,Kundalahalli,3.0,3.0,105.0,1397.0,3
5235,Kundalahalli,3.0,2.0,127.0,1724.0,3
5236,Kundalahalli,2.0,1.0,49.27,1010.0,2
5237,Kundalahalli,3.0,2.0,110.0,1397.0,3
5238,Kundalahalli,3.0,2.0,104.0,1397.0,3
5239,Kundalahalli,3.0,3.0,108.0,1397.0,3
5240,Kundalahalli,3.0,2.0,150.0,1920.0,3
5241,Kundalahalli,3.0,3.0,105.0,1397.0,3
5243,Kundalahalli,3.0,2.0,124.0,1724.0,3
5244,Kundalahalli,2.0,1.0,84.0,1047.0,2
5245,Kundalahalli,2.0,1.0,83.0,1047.0,2
5246,Kundalahalli,4.0,3.0,550.0,7000.0,4
5248,Kundalahalli,2.0,1.0,53.76,1120.0,2
5249,Kundalahalli,2.0,1.0,82.62,1047.0,2
5250,Kundalahalli,2.0,1.0,91.0,1047.0,2
5251,Kundalahalli,3.0,1.0,146.0,1724.0,3
5252,Kundalahalli,3.0,2.0,170.0,1600.0,3
5254,Kundalahalli,3.0,1.0,125.0,1724.0,3
5255,Kundalahalli,2.0,1.0,48.27,1010.0,2
5256,Kundalahalli,2.0,1.0,89.0,1047.0,2
5257,Kundalahalli,5.0,2.0,245.0,2500.0,4
5258,Kundalahalli,3.0,3.0,105.0,1397.0,3
5260,Kundalahalli,2.0,1.0,72.0,1047.0,2
5261,Kundalahalli,2.0,0.0,58.0,1260.0,2
5262,Kundalahalli,4.0,3.0,230.0,3092.0,4
5263,Kundalahalli,2.0,1.0,70.0,1065.0,2
5264,Kundalahalli,3.0,1.0,146.0,1724.0,3
5265,Kundalahalli,2.0,2.0,91.0,1047.0,2
5266,Kundalahalli,3.0,2.0,128.0,1724.0,3
5267,Kundalahalli,2.0,3.0,74.0,1315.0,2
5268,Kundalahalli,3.0,2.0,150.0,2100.0,3
5269,Kundalahalli,3.0,1.0,125.0,1724.0,3
5270,Kundalahalli,3.0,3.0,140.0,1724.0,3
5271,Kundalahalli,2.0,1.0,65.0,1175.0,2
5272,others,2.0,1.0,69.0,1280.0,2
5273,others,2.0,2.0,90.0,1505.0,2
5274,others,3.0,2.0,140.0,2600.0,3
5275,others,3.0,3.0,95.0,1800.0,3
5276,others,3.0,0.0,70.0,1200.0,3
5277,others,1.0,0.0,69.0,1200.0,1
5278,others,1.0,1.0,25.0,450.0,1
5279,others,2.0,2.0,55.0,1043.0,2
5280,others,1.0,2.0,32.0,665.0,1
5281,others,2.0,2.0,80.0,1400.0,3
5282,others,2.0,1.0,62.0,1184.0,2
5283,others,2.0,1.0,49.5,1000.0,2
5284,others,1.0,1.0,48.0,1200.0,1
5285,others,5.0,2.0,125.0,2800.0,5
5286,others,2.0,0.0,75.0,1200.0,2
5287,others,1.0,0.0,60.0,1500.0,1
5288,others,2.0,0.0,48.0,620.0,1
5289,others,2.0,1.0,28.0,750.0,2
5290,others,2.0,1.0,31.0,780.0,2
5291,others,1.0,1.0,22.8,600.0,1
5292,others,3.0,3.0,120.0,1800.0,3
5293,others,3.0,1.0,265.0,3000.0,3
5294,Lakshminarayana Pura,2.0,2.0,75.0,1185.0,2
5295,Lakshminarayana Pura,2.0,1.0,108.0,1600.0,3
5296,Lakshminarayana Pura,2.0,2.0,75.0,1180.0,2
5297,Lakshminarayana Pura,2.0,2.0,82.0,1172.0,2
5298,Lakshminarayana Pura,2.0,1.0,75.0,1179.0,2
5299,Lakshminarayana Pura,2.0,1.0,75.0,1149.0,2
5300,Lakshminarayana Pura,2.0,2.0,100.0,1336.0,2
5301,Lakshminarayana Pura,2.0,2.0,75.0,1175.0,2
5302,Lakshminarayana Pura,2.0,1.0,75.0,1190.0,2
5303,Lakshminarayana Pura,2.0,1.0,75.0,1200.0,2
5304,Lakshminarayana Pura,2.0,2.0,75.0,1200.0,2
5305,Lakshminarayana Pura,2.0,2.0,75.0,1165.0,2
5306,Lakshminarayana Pura,2.0,1.0,75.0,1145.0,2
5307,Lakshminarayana Pura,3.0,2.0,104.0,1500.0,3
5308,Lakshminarayana Pura,2.0,2.0,75.0,1210.0,2
5309,Lakshminarayana Pura,2.0,2.0,75.0,1169.0,2
5310,Lakshminarayana Pura,2.0,1.0,75.0,1200.0,2
5311,Lakshminarayana Pura,2.0,1.0,75.0,1172.0,2
5312,Lakshminarayana Pura,2.0,2.0,75.0,1172.0,2
5313,Lakshminarayana Pura,2.0,1.0,75.0,1180.0,2
5314,Lakshminarayana Pura,2.0,3.0,83.0,1200.0,2
5315,Lakshminarayana Pura,2.0,2.0,80.0,1200.0,2
5316,Lakshminarayana Pura,2.0,1.0,75.0,1195.0,2
5317,Lakshminarayana Pura,2.0,1.0,80.0,1200.0,2
5318,others,2.0,0.0,75.0,1200.0,2
5319,others,2.0,2.0,185.0,2400.0,3
5320,others,2.0,2.0,200.0,2031.0,2
5321,others,3.0,2.0,65.0,1431.0,3
5322,others,3.0,1.0,72.0,1535.0,3
5323,others,2.0,0.0,150.0,1000.0,2
5324,others,2.0,1.0,156.0,985.0,2
5325,others,3.0,0.0,300.0,1919.0,3
5326,others,3.0,1.0,110.0,1614.0,3
5327,others,2.0,1.0,76.0,1140.0,2
5328,others,3.0,3.0,250.0,3100.0,3
5329,Lingadheeranahalli,3.0,1.0,95.0,1521.0,3
5330,Lingadheeranahalli,3.0,1.0,95.0,1511.0,3
5331,Lingadheeranahalli,3.0,1.0,109.0,1683.0,3
5332,Lingadheeranahalli,3.0,1.0,93.0,1519.0,3
5333,Lingadheeranahalli,3.0,1.0,94.99,1521.0,3
5334,Lingadheeranahalli,3.0,1.0,120.0,1682.0,3
5335,Lingadheeranahalli,3.0,1.0,94.71,1521.0,3
5336,Lingadheeranahalli,3.0,1.0,130.0,1893.0,3
5337,Lingadheeranahalli,3.0,1.0,110.0,1705.0,3
5338,Lingadheeranahalli,4.0,2.0,154.0,2245.0,4
5339,Lingadheeranahalli,3.0,1.0,113.0,1682.0,3
5340,Lingadheeranahalli,3.0,1.0,114.0,1682.0,3
5341,Lingadheeranahalli,3.0,1.0,95.0,1506.0,3
5342,Lingadheeranahalli,3.0,1.0,110.0,1683.0,3
5343,Lingadheeranahalli,3.0,1.0,120.0,1684.0,3
5344,Lingadheeranahalli,4.0,2.0,153.0,2236.0,4
5345,Lingadheeranahalli,4.0,1.0,114.0,1894.0,3
5346,Lingadheeranahalli,4.0,2.0,160.0,2240.0,4
5347,others,2.0,1.0,80.0,1350.0,2
5348,others,2.0,1.0,59.86,1203.0,2
5349,others,2.0,1.0,55.0,800.0,2
5350,others,2.0,2.0,55.0,1035.0,2
5351,others,3.0,2.0,90.0,1950.0,3
5352,others,2.0,2.0,55.0,1250.0,2
5353,others,2.0,2.0,65.0,1500.0,3
5354,others,3.0,2.0,65.0,1500.0,3
5355,others,2.0,1.0,40.0,970.0,2
5356,others,3.0,1.0,115.0,1783.0,3
5357,others,4.0,1.0,68.0,1800.0,5
5358,others,4.0,1.0,88.0,2400.0,4
5359,others,3.0,2.0,39.0,1250.0,3
5360,others,3.0,2.0,43.0,1250.0,3
5361,others,3.0,2.0,39.5,1250.0,3
5362,others,2.0,2.0,45.0,1165.0,2
5363,Magadi Road,2.0,1.0,50.0,1116.0,2
5364,Magadi Road,2.0,1.0,41.1,884.0,2
5365,Magadi Road,2.0,1.0,55.78,1005.0,2
5366,Magadi Road,2.0,0.0,46.5,1000.0,2
5367,Magadi Road,2.0,2.0,93.0,1500.0,4
5369,Magadi Road,2.0,2.0,55.0,1345.0,2
5371,Magadi Road,2.0,1.0,51.89,1116.0,2
5372,Magadi Road,2.0,1.0,60.0,1052.0,3
5373,Magadi Road,2.0,2.0,50.0,940.0,2
5374,Magadi Road,2.0,1.0,68.0,1318.0,3
5376,Magadi Road,2.0,1.0,48.0,884.0,2
5378,Mahadevpura,2.0,3.0,52.0,1150.0,2
5379,Mahadevpura,2.0,3.0,52.0,1250.0,2
5380,Mahadevpura,2.0,3.0,57.6,1260.0,2
5381,Mahadevpura,1.0,1.0,35.0,730.0,1
5382,Mahadevpura,2.0,1.0,67.39,1434.0,3
5383,Mahadevpura,2.0,1.0,53.8,1146.0,2
5384,Mahadevpura,2.0,2.0,62.0,1532.0,2
5385,Mahadevpura,2.0,1.0,76.0,1620.0,3
5386,Mahadevpura,2.0,3.0,64.5,1136.0,2
5387,Mahadevpura,2.0,2.0,65.8,1400.0,3
5388,Mahadevpura,2.0,1.0,53.4,1137.0,2
5389,Mahadevpura,3.0,2.0,95.0,1601.0,3
5390,Mahadevpura,3.0,2.0,75.0,1450.0,3
5391,Mahadevpura,2.0,1.0,54.0,1152.0,2
5392,Mahadevpura,2.0,1.0,56.9,1212.0,2
5394,Mahadevpura,3.0,2.0,78.0,1505.0,3
5395,Mahadevpura,2.0,1.0,70.0,1500.0,3
5396,Mahadevpura,2.0,1.0,58.0,1236.0,2
5397,Mahadevpura,2.0,1.0,58.0,1236.0,2
5398,Mahadevpura,2.0,2.0,53.0,1120.0,2
5399,others,2.0,2.0,73.0,1410.0,2
5400,others,5.0,1.0,158.0,1575.0,4
5401,others,2.0,1.0,80.0,1105.0,2
5402,others,2.0,3.0,110.0,1200.0,3
5403,others,3.0,1.0,150.0,1876.0,3
5404,others,5.0,3.0,233.0,1500.0,4
5405,others,6.0,3.0,300.0,3000.0,6
5406,others,2.0,1.0,40.0,1134.0,2
5407,others,3.0,2.0,60.0,1685.0,3
5408,others,2.0,3.0,62.0,1567.0,3
5409,others,1.0,1.0,15.0,485.0,1
5410,others,1.0,1.0,15.0,500.0,1
5411,Mallasandra,3.0,2.0,95.0,1665.0,3
5412,Mallasandra,3.0,2.0,86.58,1665.0,3
5413,Mallasandra,2.0,2.0,61.0,1340.0,2
5414,Mallasandra,2.0,2.0,70.0,1325.0,2
5415,Mallasandra,3.0,2.0,86.91,1665.0,3
5416,Mallasandra,2.0,1.0,70.0,1325.0,2
5417,Mallasandra,2.0,1.0,40.0,905.0,2
5418,Mallasandra,2.0,1.5843757375501535,65.0,1325.0,2
5419,Mallasandra,2.0,2.0,73.0,1325.0,2
5420,Mallasandra,2.0,2.0,69.0,1565.0,2
5421,Mallasandra,2.0,1.0,35.0,905.0,2
5423,Mallasandra,2.0,3.0,76.3,1100.0,3
5424,others,3.0,3.0,60.0,1225.0,3
5425,others,2.0,2.0,64.08,1100.0,2
5426,Malleshpalya,2.0,2.0,46.5,1140.0,2
5427,Malleshpalya,2.0,2.0,46.86,1225.0,2
5429,Malleshpalya,2.0,2.0,50.0,1052.0,2
5430,Malleshpalya,2.0,2.0,77.0,1405.0,3
5431,Malleshpalya,2.0,2.0,50.0,1065.0,2
5432,Malleshpalya,2.0,3.0,55.0,1210.0,2
5434,Malleshpalya,2.0,1.0,40.0,1060.0,2
5435,Malleshpalya,2.0,1.0,69.5,1430.0,3
5436,Malleshpalya,2.0,1.0,90.0,1421.0,2
5437,Malleshpalya,2.0,1.0,55.0,1245.0,2
5438,Malleshpalya,2.0,2.0,46.0,1200.0,2
5439,Malleshpalya,2.0,2.0,52.0,1225.0,2
5440,Malleshwaram,1.0,2.0,67.0,705.0,1
5441,Malleshwaram,7.0,3.0,2200.0,12000.0,7
5442,Malleshwaram,5.0,2.0,325.0,2500.0,4
5443,Malleshwaram,3.0,1.5843757375501535,297.0,2006.0,3
5444,Malleshwaram,1.0,1.0,62.5,686.0,1
5445,Malleshwaram,4.0,3.0,332.0,2475.0,3
5446,Malleshwaram,3.0,1.5843757375501535,399.0,2610.0,3
5447,Malleshwaram,4.0,3.0,320.0,2475.0,3
5448,Malleshwaram,2.0,1.0,95.0,900.0,2
5449,Malleshwaram,2.0,1.0,158.0,1420.0,2
5450,Malleshwaram,3.0,2.0,250.0,2000.0,3
5451,Malleshwaram,3.0,1.0,275.0,2215.0,3
5452,Malleshwaram,3.0,3.0,160.0,1600.0,3
5453,Malleshwaram,4.0,3.0,300.0,2475.0,3
5455,Malleshwaram,4.0,1.0,310.0,2215.0,3
5456,Malleshwaram,1.0,1.0,60.0,480.0,1
5457,Malleshwaram,2.0,1.0,120.0,1290.0,2
5458,Malleshwaram,4.0,3.0,326.0,2475.0,3
5459,Malleshwaram,3.0,3.0,337.0,2476.0,3
5460,Malleshwaram,2.0,1.0,90.0,900.0,2
5462,Malleshwaram,4.0,1.5843757375501535,270.0,2050.0,3
5463,Malleshwaram,2.0,1.0,72.0,900.0,2
5464,Malleshwaram,1.0,1.0,86.8,620.0,1
5465,Malleshwaram,4.0,3.0,337.0,2475.0,3
5466,Malleshwaram,3.0,2.0,275.0,2215.0,3
5467,Malleshwaram,3.0,2.0,330.0,2215.0,3
5469,Malleshwaram,2.0,1.0,80.0,1020.0,2
5470,Malleshwaram,3.0,2.0,275.0,2200.0,3
5471,Malleshwaram,4.0,3.0,326.0,2475.0,3
